,Hurricane Code,Hurricane Name,Timestamp,Status,Latitude,Longitude,Maximum Sustained Winds,Minimum Pressure,Radius of Maximum Winds,Shear Magnitude (kts),Shear Direction (deg)
1783,AL202023,TAMMY,2023-10-31 06:00:00,LO,25.1,-49.0,25,1007,50,,
1784,AL202023,TAMMY,2023-10-31 12:00:00,LO,24.9,-49.9,20,1008,50,,
1785,AL202023,TAMMY,2023-10-31 18:00:00,LO,24.6,-50.6,20,1008,50,,
1786,AL212021,WANDA,2021-10-25 18:00:00,EX,32.5,-76.3,35,1006,40,,
1787,AL212021,WANDA,2021-10-26 00:00:00,EX,34.2,-74.1,45,1002,60,,
1788,AL212021,WANDA,2021-10-26 06:00:00,EX,35.9,-71.3,45,996,60,,
1789,AL212021,WANDA,2021-10-26 12:00:00,EX,37.7,-69.1,50,992,60,,
1790,AL212021,WANDA,2021-10-26 18:00:00,EX,39.5,-68.2,55,984,70,,
1791,AL212021,WANDA,2021-10-27 00:00:00,EX,40.8,-67.6,60,979,80,,
1792,AL212021,WANDA,2021-10-27 06:00:00,EX,41.4,-69.4,60,973,90,,
1793,AL212021,WANDA,2021-10-27 12:00:00,EX,39.9,-70.1,55,976,100,,
1794,AL212021,WANDA,2021-10-27 18:00:00,EX,38.7,-68.5,50,980,100,,
1795,AL212021,WANDA,2021-10-28 00:00:00,EX,39.0,-65.9,45,981,200,,
1796,AL212021,WANDA,2021-10-28 06:00:00,EX,39.4,-63.9,45,982,200,,
1797,AL212021,WANDA,2021-10-28 12:00:00,EX,39.8,-61.9,45,982,200,,
1798,AL212021,WANDA,2021-10-28 18:00:00,EX,40.2,-59.8,45,982,180,,
1799,AL212021,WANDA,2021-10-29 00:00:00,EX,40.6,-58.1,45,982,150,,
1800,AL212021,WANDA,2021-10-29 06:00:00,EX,40.7,-56.8,45,982,150,,
1801,AL212021,WANDA,2021-10-29 12:00:00,EX,40.6,-55.5,45,981,150,,
1802,AL212021,WANDA,2021-10-29 18:00:00,EX,40.4,-54.0,45,981,100,,
1803,AL212021,WANDA,2021-10-30 00:00:00,EX,40.1,-52.4,45,982,60,,
1804,AL212021,WANDA,2021-10-30 06:00:00,EX,39.4,-51.2,40,984,60,,
1805,AL212021,WANDA,2021-10-30 12:00:00,SS,38.5,-49.6,40,986,60,43.0,117
1806,AL212021,WANDA,2021-10-30 18:00:00,SS,37.5,-47.8,40,988,50,39.3,114
1807,AL212021,WANDA,2021-10-31 00:00:00,SS,36.5,-46.0,45,987,40,40.0,121
1808,AL212021,WANDA,2021-10-31 06:00:00,SS,36.6,-44.2,50,985,40,29.5,116
1809,AL212021,WANDA,2021-10-31 12:00:00,SS,36.5,-43.4,50,983,40,28.8,104
1810,AL212021,WANDA,2021-10-31 18:00:00,SS,36.4,-43.5,50,985,40,28.1,124
1811,AL212021,WANDA,2021-11-01 00:00:00,SS,35.8,-44.0,45,989,35,32.6,132
1812,AL212021,WANDA,2021-11-01 06:00:00,SS,34.8,-44.2,40,991,35,33.9,140
1813,AL212021,WANDA,2021-11-01 12:00:00,TS,34.1,-43.4,40,993,35,25.7,137
1814,AL212021,WANDA,2021-11-01 18:00:00,TS,34.1,-42.6,35,997,35,24.2,121
1815,AL212021,WANDA,2021-11-02 00:00:00,TS,34.4,-41.9,35,997,35,22.7,116
1816,AL212021,WANDA,2021-11-02 06:00:00,TS,34.9,-41.3,40,996,30,17.3,109
1817,AL212021,WANDA,2021-11-02 12:00:00,TS,35.5,-40.7,40,996,25,16.4,92
1818,AL212021,WANDA,2021-11-02 18:00:00,TS,36.2,-40.5,40,996,25,15.7,89
1819,AL212021,WANDA,2021-11-03 00:00:00,TS,36.9,-40.4,40,996,25,14.6,88
1820,AL212021,WANDA,2021-11-03 06:00:00,TS,37.6,-40.2,40,995,25,14.1,89
1821,AL212021,WANDA,2021-11-03 12:00:00,TS,38.4,-39.9,40,994,30,14.2,84
1822,AL212021,WANDA,2021-11-03 18:00:00,TS,39.3,-39.7,45,992,30,13.3,79
1823,AL212021,WANDA,2021-11-04 00:00:00,TS,40.2,-39.7,45,992,35,14.0,71
1824,AL212021,WANDA,2021-11-04 06:00:00,TS,41.0,-39.7,45,992,35,15.4,65
1825,AL212021,WANDA,2021-11-04 12:00:00,TS,41.7,-39.7,40,994,35,16.9,54
1826,AL212021,WANDA,2021-11-04 18:00:00,TS,42.1,-39.6,40,994,35,20.4,37
1827,AL212021,WANDA,2021-11-05 00:00:00,TS,42.3,-39.0,45,992,40,22.8,31
1828,AL212021,WANDA,2021-11-05 06:00:00,TS,42.0,-38.3,45,992,40,24.0,33
1829,AL212021,WANDA,2021-11-05 12:00:00,TS,41.1,-37.8,45,993,40,25.4,36
1830,AL212021,WANDA,2021-11-05 18:00:00,TS,39.6,-37.5,45,996,40,20.2,43
1831,AL212021,WANDA,2021-11-06 00:00:00,TS,38.4,-38.0,45,999,40,13.5,72
1832,AL212021,WANDA,2021-11-06 06:00:00,TS,37.6,-38.3,45,1000,35,6.1,114
1833,AL212021,WANDA,2021-11-06 12:00:00,TS,37.2,-38.4,40,1001,35,9.3,131
1834,AL212021,WANDA,2021-11-06 18:00:00,TS,37.1,-38.0,35,1002,35,10.9,143
1835,AL212021,WANDA,2021-11-07 00:00:00,TS,37.4,-37.4,35,1003,40,14.2,130
1836,AL212021,WANDA,2021-11-07 06:00:00,TS,38.1,-36.4,35,1004,45,19.6,124
1837,AL212021,WANDA,2021-11-07 12:00:00,LO,39.2,-34.9,35,1006,50,,
1838,AL212021,WANDA,2021-11-07 18:00:00,LO,40.9,-32.8,40,1006,50,,
1839,AL212021,WANDA,2021-11-08 00:00:00,LO,43.2,-29.7,40,1006,40,,
1840,AL212023,TWENTY-ONE,2023-10-23 12:00:00,TD,11.4,-82.6,25,1007,80,3.2,318
1841,AL212023,TWENTY-ONE,2023-10-23 18:00:00,TD,11.5,-83.2,25,1007,60,4.3,274
1842,AL212023,TWENTY-ONE,2023-10-24 00:00:00,TD,12.2,-83.4,25,1007,60,4.4,299
1843,AL212023,TWENTY-ONE,2023-10-24 01:30:00,TD,12.4,-83.5,25,1007,60,,
1844,AL212023,TWENTY-ONE,2023-10-24 06:00:00,TD,13.0,-83.8,25,1007,60,3.4,321
1845,AL212023,TWENTY-ONE,2023-10-24 12:00:00,LO,13.5,-84.4,20,1007,60,,
1846,EP012021,ANDRES,2021-05-08 12:00:00,LO,12.7,-105.6,25,1009,60,,
1847,EP012021,ANDRES,2021-05-08 18:00:00,LO,12.9,-106.4,25,1008,60,,
1848,EP012021,ANDRES,2021-05-09 00:00:00,LO,13.1,-107.0,25,1007,60,,
1849,EP012021,ANDRES,2021-05-09 06:00:00,TD,13.4,-107.5,30,1006,55,14.7,53
1850,EP012021,ANDRES,2021-05-09 12:00:00,TS,13.7,-107.9,35,1005,50,20.5,50
1851,EP012021,ANDRES,2021-05-09 18:00:00,TS,14.0,-108.3,35,1005,50,23.3,53
1852,EP012021,ANDRES,2021-05-10 00:00:00,TS,14.4,-108.7,35,1005,40,23.3,48
1853,EP012021,ANDRES,2021-05-10 06:00:00,TS,14.8,-109.0,35,1005,40,26.8,58
1854,EP012021,ANDRES,2021-05-10 12:00:00,TS,15.3,-109.3,35,1005,40,31.1,66
1855,EP012021,ANDRES,2021-05-10 18:00:00,TD,15.7,-109.7,30,1006,40,28.4,62
1856,EP012021,ANDRES,2021-05-11 00:00:00,TD,15.8,-110.1,25,1007,40,28.2,49
1857,EP012021,ANDRES,2021-05-11 06:00:00,LO,15.9,-110.6,25,1007,40,,
1858,EP012021,ANDRES,2021-05-11 12:00:00,LO,15.9,-111.1,20,1008,40,,
1859,EP012021,ANDRES,2021-05-11 18:00:00,LO,15.9,-111.7,20,1009,40,,
1860,EP012021,ANDRES,2021-05-12 00:00:00,LO,15.9,-112.4,20,1009,40,,
1861,EP012021,ANDRES,2021-05-12 06:00:00,LO,15.9,-113.1,20,1009,40,,
1862,EP012021,ANDRES,2021-05-12 12:00:00,LO,15.7,-114.0,20,1009,40,,
1863,EP012022,AGATHA,2022-05-27 18:00:00,LO,12.9,-97.3,25,1008,60,,
1864,EP012022,AGATHA,2022-05-28 00:00:00,TD,12.8,-97.7,30,1006,40,7.7,67
1865,EP012022,AGATHA,2022-05-28 06:00:00,TS,12.9,-97.9,35,1004,30,8.9,93
1866,EP012022,AGATHA,2022-05-28 12:00:00,TS,13.2,-97.9,40,1002,30,11.5,89
1867,EP012022,AGATHA,2022-05-28 18:00:00,TS,13.6,-98.2,50,998,20,10.7,85
1868,EP012022,AGATHA,2022-05-29 00:00:00,TS,13.8,-98.8,55,996,20,8.9,80
1869,EP012022,AGATHA,2022-05-29 06:00:00,HU,13.9,-99.1,65,992,10,11.6,91
1870,EP012022,AGATHA,2022-05-29 12:00:00,HU,14.0,-99.1,75,981,10,13.3,96
1871,EP012022,AGATHA,2022-05-29 18:00:00,HU,14.0,-98.9,95,964,10,12.6,108
1872,EP012022,AGATHA,2022-05-30 00:00:00,HU,14.3,-98.5,95,964,5,14.8,115
1873,EP012022,AGATHA,2022-05-30 06:00:00,HU,14.6,-98.0,90,968,5,12.6,122
1874,EP012022,AGATHA,2022-05-30 12:00:00,HU,15.0,-97.4,85,979,5,11.9,112
1875,EP012022,AGATHA,2022-05-30 18:00:00,HU,15.4,-96.9,90,974,5,15.0,107
1876,EP012022,AGATHA,2022-05-30 21:00:00,HU,15.7,-96.6,90,971,10,,
1877,EP012022,AGATHA,2022-05-31 00:00:00,HU,15.9,-96.4,70,983,10,15.1,112
1878,EP012022,AGATHA,2022-05-31 06:00:00,TS,16.5,-95.8,50,998,10,13.2,111
1879,EP012022,AGATHA,2022-05-31 12:00:00,TD,17.0,-95.3,30,1004,30,12.8,104
1880,EP012022,AGATHA,2022-05-31 18:00:00,LO,17.7,-94.9,20,1005,30,,
1881,EP012022,AGATHA,2022-06-01 00:00:00,LO,18.0,-94.7,20,1006,30,,
1882,EP012022,AGATHA,2022-06-01 06:00:00,LO,18.3,-94.6,20,1007,60,,
1883,EP012023,ADRIAN,2023-06-27 12:00:00,TD,15.2,-104.5,30,1006,50,18.4,217
1884,EP012023,ADRIAN,2023-06-27 18:00:00,TS,15.2,-105.5,40,1002,20,18.7,214
1885,EP012023,ADRIAN,2023-06-28 00:00:00,TS,15.2,-106.4,50,997,20,16.4,202
1886,EP012023,ADRIAN,2023-06-28 06:00:00,TS,15.2,-107.1,55,994,20,17.4,188
1887,EP012023,ADRIAN,2023-06-28 12:00:00,HU,15.2,-107.6,65,989,10,15.6,184
1888,EP012023,ADRIAN,2023-06-28 18:00:00,HU,15.3,-108.1,70,986,10,13.0,181
1889,EP012023,ADRIAN,2023-06-29 00:00:00,HU,15.4,-108.7,70,986,10,12.6,181
1890,EP012023,ADRIAN,2023-06-29 06:00:00,HU,15.6,-109.4,75,982,10,13.2,195
1891,EP012023,ADRIAN,2023-06-29 12:00:00,HU,15.9,-109.9,75,982,15,11.4,210
1892,EP012023,ADRIAN,2023-06-29 18:00:00,HU,16.2,-110.4,75,980,15,7.9,216
1893,EP012023,ADRIAN,2023-06-30 00:00:00,HU,16.5,-111.0,80,976,15,7.1,252
1894,EP012023,ADRIAN,2023-06-30 06:00:00,HU,16.7,-111.4,85,973,10,11.5,255
1895,EP012023,ADRIAN,2023-06-30 12:00:00,HU,17.0,-111.9,90,970,10,14.1,259
1896,EP012023,ADRIAN,2023-06-30 18:00:00,HU,17.3,-112.5,90,970,10,15.4,271
1897,EP012023,ADRIAN,2023-07-01 00:00:00,HU,17.6,-113.1,80,977,10,14.4,281
1898,EP012023,ADRIAN,2023-07-01 06:00:00,HU,17.9,-113.7,70,983,10,14.9,285
1899,EP012023,ADRIAN,2023-07-01 12:00:00,TS,18.2,-114.2,55,994,20,12.0,290
1900,EP012023,ADRIAN,2023-07-01 18:00:00,TS,18.5,-114.7,50,997,20,9.1,292
1901,EP012023,ADRIAN,2023-07-02 00:00:00,TS,18.8,-115.2,45,1000,20,8.1,284
1902,EP012023,ADRIAN,2023-07-02 06:00:00,TS,19.1,-115.8,35,1005,30,5.6,288
1903,EP012023,ADRIAN,2023-07-02 12:00:00,LO,19.4,-116.4,30,1005,30,,
1904,EP012023,ADRIAN,2023-07-02 18:00:00,LO,19.7,-117.1,25,1005,30,,
1905,EP012023,ADRIAN,2023-07-03 00:00:00,LO,19.9,-117.8,25,1006,30,,
1906,EP012023,ADRIAN,2023-07-03 06:00:00,LO,20.0,-118.5,25,1007,30,,
1907,EP012023,ADRIAN,2023-07-03 12:00:00,LO,20.1,-119.3,20,1007,30,,
1908,EP012023,ADRIAN,2023-07-03 18:00:00,LO,20.2,-120.0,20,1010,30,,
1909,EP012023,ADRIAN,2023-07-04 00:00:00,LO,20.1,-120.6,20,1011,30,,
1910,EP012023,ADRIAN,2023-07-04 06:00:00,LO,20.0,-121.1,15,1011,30,,
1911,EP012023,ADRIAN,2023-07-04 12:00:00,LO,19.9,-121.7,15,1011,30,,
1912,EP012023,ADRIAN,2023-07-04 18:00:00,LO,19.9,-122.4,15,1012,30,,
1913,EP022021,BLANCA,2021-05-30 12:00:00,LO,10.8,-102.9,30,1007,70,,
1914,EP022021,BLANCA,2021-05-30 18:00:00,TD,11.2,-103.7,30,1007,60,4.0,150
1915,EP022021,BLANCA,2021-05-31 00:00:00,TD,11.6,-104.7,30,1007,60,1.5,176
1916,EP022021,BLANCA,2021-05-31 06:00:00,TD,12.0,-106.0,30,1006,50,1.5,177
1917,EP022021,BLANCA,2021-05-31 12:00:00,TS,12.5,-107.2,35,1004,25,3.5,96
1918,EP022021,BLANCA,2021-05-31 18:00:00,TS,13.1,-108.2,40,1002,15,6.7,96
1919,EP022021,BLANCA,2021-06-01 00:00:00,TS,13.6,-109.0,45,1000,15,8.6,80
1920,EP022021,BLANCA,2021-06-01 06:00:00,TS,13.9,-109.5,50,998,20,13.9,81
1921,EP022021,BLANCA,2021-06-01 12:00:00,TS,14.2,-110.0,50,999,20,17.3,78
1922,EP022021,BLANCA,2021-06-01 18:00:00,TS,14.6,-110.6,45,1000,20,18.4,73
1923,EP022021,BLANCA,2021-06-02 00:00:00,TS,14.8,-111.2,45,1001,20,15.1,69
1924,EP022021,BLANCA,2021-06-02 06:00:00,TS,15.0,-111.7,40,1002,20,16.7,70
1925,EP022021,BLANCA,2021-06-02 12:00:00,TS,15.2,-112.1,35,1004,30,20.7,73
1926,EP022021,BLANCA,2021-06-02 18:00:00,TD,15.4,-112.6,30,1005,40,22.8,82
1927,EP022021,BLANCA,2021-06-03 00:00:00,TD,15.5,-113.0,30,1005,40,22.9,81
1928,EP022021,BLANCA,2021-06-03 06:00:00,TD,15.5,-113.3,30,1005,40,24.0,77
1929,EP022021,BLANCA,2021-06-03 12:00:00,TD,15.5,-113.7,30,1005,45,25.0,75
1930,EP022021,BLANCA,2021-06-03 18:00:00,TD,15.5,-114.0,30,1005,50,27.5,73
1931,EP022021,BLANCA,2021-06-04 00:00:00,LO,15.7,-114.5,25,1007,50,,
1932,EP022021,BLANCA,2021-06-04 06:00:00,LO,16.1,-115.1,25,1007,50,,
1933,EP022021,BLANCA,2021-06-04 12:00:00,LO,16.3,-116.0,25,1007,50,,
1934,EP022021,BLANCA,2021-06-04 18:00:00,LO,16.3,-116.8,25,1007,50,,
1935,EP022021,BLANCA,2021-06-05 00:00:00,LO,16.2,-117.6,25,1007,50,,
1936,EP022021,BLANCA,2021-06-05 06:00:00,LO,16.1,-118.3,20,1008,50,,
1937,EP022021,BLANCA,2021-06-05 12:00:00,LO,16.2,-119.0,20,1009,50,,
1938,EP022022,BLAS,2022-06-14 06:00:00,TS,13.6,-102.5,35,1004,40,8.0,229
1939,EP022022,BLAS,2022-06-14 12:00:00,TS,14.0,-102.1,40,1002,40,9.1,252
1940,EP022022,BLAS,2022-06-14 18:00:00,TS,14.4,-102.0,45,1000,40,10.1,273
1941,EP022022,BLAS,2022-06-15 00:00:00,TS,14.6,-102.0,45,998,30,11.8,265
1942,EP022022,BLAS,2022-06-15 06:00:00,TS,14.7,-102.1,55,994,20,15.9,258
1943,EP022022,BLAS,2022-06-15 12:00:00,HU,14.9,-102.3,65,987,10,18.1,261
1944,EP022022,BLAS,2022-06-15 18:00:00,HU,15.1,-102.5,75,979,10,17.4,261
1945,EP022022,BLAS,2022-06-16 00:00:00,HU,15.4,-103.0,75,978,15,18.3,257
1946,EP022022,BLAS,2022-06-16 06:00:00,HU,15.7,-103.7,75,979,15,20.7,248
1947,EP022022,BLAS,2022-06-16 12:00:00,HU,15.8,-104.3,70,981,15,19.7,247
1948,EP022022,BLAS,2022-06-16 18:00:00,HU,16.1,-105.1,70,982,15,17.8,233
1949,EP022022,BLAS,2022-06-17 00:00:00,HU,16.6,-105.9,70,982,15,17.5,227
1950,EP022022,BLAS,2022-06-17 06:00:00,HU,17.0,-106.9,75,979,15,18.8,222
1951,EP022022,BLAS,2022-06-17 12:00:00,HU,17.4,-108.2,75,979,15,19.4,212
1952,EP022022,BLAS,2022-06-17 18:00:00,HU,17.4,-109.2,75,980,15,19.8,207
1953,EP022022,BLAS,2022-06-18 00:00:00,HU,17.6,-109.9,65,986,15,20.0,215
1954,EP022022,BLAS,2022-06-18 06:00:00,TS,17.8,-110.4,55,993,30,18.9,218
1955,EP022022,BLAS,2022-06-18 12:00:00,TS,18.0,-110.8,45,997,30,13.7,217
1956,EP022022,BLAS,2022-06-18 18:00:00,TS,18.3,-111.3,45,999,40,11.2,207
1957,EP022022,BLAS,2022-06-19 00:00:00,TS,18.6,-111.7,40,1001,40,11.0,213
1958,EP022022,BLAS,2022-06-19 06:00:00,TS,18.8,-112.0,40,1002,40,8.6,229
1959,EP022022,BLAS,2022-06-19 12:00:00,TS,18.9,-112.2,40,1002,40,3.1,256
1960,EP022022,BLAS,2022-06-19 18:00:00,LO,19.0,-112.4,35,1003,40,,
1961,EP022022,BLAS,2022-06-20 00:00:00,LO,19.1,-112.7,35,1004,40,,
1962,EP022022,BLAS,2022-06-20 06:00:00,LO,19.1,-113.0,30,1005,40,,
1963,EP022022,BLAS,2022-06-20 12:00:00,LO,19.1,-113.4,30,1006,40,,
1964,EP022022,BLAS,2022-06-20 18:00:00,LO,19.0,-113.8,30,1006,40,,
1965,EP022022,BLAS,2022-06-21 00:00:00,LO,19.0,-114.3,25,1007,50,,
1966,EP022022,BLAS,2022-06-21 06:00:00,LO,19.1,-114.6,25,1007,50,,
1967,EP022022,BLAS,2022-06-21 12:00:00,LO,19.2,-114.9,25,1007,50,,
1968,EP022022,BLAS,2022-06-21 18:00:00,LO,19.3,-115.4,25,1007,50,,
1969,EP022022,BLAS,2022-06-22 00:00:00,LO,19.3,-115.9,25,1007,50,,
1970,EP022022,BLAS,2022-06-22 06:00:00,LO,19.3,-116.4,20,1008,60,,
1971,EP022022,BLAS,2022-06-22 12:00:00,LO,19.3,-116.6,20,1008,60,,
1972,EP022022,BLAS,2022-06-22 18:00:00,LO,19.2,-116.8,20,1009,60,,
1973,EP022023,BEATRIZ,2023-06-29 00:00:00,LO,13.2,-96.3,25,1007,60,,
1974,EP022023,BEATRIZ,2023-06-29 06:00:00,TD,13.8,-97.3,30,1006,60,10.7,198
1975,EP022023,BEATRIZ,2023-06-29 12:00:00,TS,14.3,-98.2,35,1004,40,11.7,207
1976,EP022023,BEATRIZ,2023-06-29 18:00:00,TS,14.8,-99.0,40,1003,40,11.1,211
1977,EP022023,BEATRIZ,2023-06-30 00:00:00,TS,15.4,-99.9,45,1002,30,7.9,203
1978,EP022023,BEATRIZ,2023-06-30 06:00:00,TS,16.1,-100.9,55,999,20,11.5,208
1979,EP022023,BEATRIZ,2023-06-30 12:00:00,HU,16.8,-101.8,70,994,10,12.6,217
1980,EP022023,BEATRIZ,2023-06-30 18:00:00,HU,17.5,-102.7,75,992,10,11.0,209
1981,EP022023,BEATRIZ,2023-07-01 00:00:00,HU,18.4,-103.7,65,995,10,11.0,193
1982,EP022023,BEATRIZ,2023-07-01 06:00:00,TS,19.2,-104.6,55,999,10,14.4,204
1983,EP032021,CARLOS,2021-06-12 00:00:00,LO,11.2,-120.3,25,1009,60,,
1984,EP032021,CARLOS,2021-06-12 06:00:00,LO,11.4,-121.3,25,1009,40,,
1985,EP032021,CARLOS,2021-06-12 12:00:00,TD,11.6,-122.3,30,1008,20,12.2,179
1986,EP032021,CARLOS,2021-06-12 18:00:00,TS,11.8,-123.3,35,1007,20,14.8,192
1987,EP032021,CARLOS,2021-06-13 00:00:00,TS,11.9,-124.2,40,1005,20,12.7,199
1988,EP032021,CARLOS,2021-06-13 06:00:00,TS,11.9,-125.0,45,1003,15,10.0,194
1989,EP032021,CARLOS,2021-06-13 12:00:00,TS,11.8,-125.7,45,1003,15,9.8,185
1990,EP032021,CARLOS,2021-06-13 18:00:00,TS,11.7,-126.3,45,1003,15,5.9,182
1991,EP032021,CARLOS,2021-06-14 00:00:00,TS,11.6,-126.9,40,1005,15,2.0,171
1992,EP032021,CARLOS,2021-06-14 06:00:00,TS,11.4,-127.7,35,1006,20,6.5,23
1993,EP032021,CARLOS,2021-06-14 12:00:00,TS,11.2,-128.6,35,1006,20,13.1,44
1994,EP032021,CARLOS,2021-06-14 18:00:00,TD,10.9,-129.5,30,1007,20,18.2,54
1995,EP032021,CARLOS,2021-06-15 00:00:00,TD,10.5,-130.4,30,1007,20,21.3,58
1996,EP032021,CARLOS,2021-06-15 06:00:00,TD,10.2,-131.3,30,1007,25,27.0,66
1997,EP032021,CARLOS,2021-06-15 12:00:00,TD,10.0,-132.2,30,1007,25,29.9,74
1998,EP032021,CARLOS,2021-06-15 18:00:00,TD,9.9,-133.1,30,1007,30,32.8,81
1999,EP032021,CARLOS,2021-06-16 00:00:00,TD,9.6,-133.9,30,1007,30,29.0,89
2000,EP032021,CARLOS,2021-06-16 06:00:00,TD,9.2,-134.5,30,1007,30,23.1,93
2001,EP032021,CARLOS,2021-06-16 12:00:00,LO,8.8,-134.9,25,1008,30,,
2002,EP032021,CARLOS,2021-06-16 18:00:00,LO,8.5,-135.3,25,1008,30,,
2003,EP032021,CARLOS,2021-06-17 00:00:00,LO,8.4,-135.8,25,1008,30,,
2004,EP032022,CELIA,2022-06-16 00:00:00,LO,11.1,-91.1,25,1007,50,,
2005,EP032022,CELIA,2022-06-16 06:00:00,LO,10.9,-90.7,25,1007,50,,
2006,EP032022,CELIA,2022-06-16 12:00:00,LO,10.7,-90.3,25,1007,40,,
2007,EP032022,CELIA,2022-06-16 18:00:00,TD,10.7,-90.0,30,1006,40,11.6,195
2008,EP032022,CELIA,2022-06-17 00:00:00,TS,10.8,-89.7,35,1004,40,6.9,236
2009,EP032022,CELIA,2022-06-17 06:00:00,TS,11.1,-89.5,35,1004,30,7.8,268
2010,EP032022,CELIA,2022-06-17 12:00:00,TS,11.4,-89.4,35,1004,30,12.5,276
2011,EP032022,CELIA,2022-06-17 18:00:00,TS,11.7,-89.3,35,1004,30,18.3,278
2012,EP032022,CELIA,2022-06-18 00:00:00,TD,12.0,-89.2,30,1005,30,18.8,282
2013,EP032022,CELIA,2022-06-18 06:00:00,TD,12.4,-89.4,30,1006,30,20.1,282
2014,EP032022,CELIA,2022-06-18 12:00:00,TD,12.8,-89.7,25,1007,20,21.1,278
2015,EP032022,CELIA,2022-06-18 18:00:00,TD,13.0,-90.0,25,1007,20,20.3,277
2016,EP032022,CELIA,2022-06-19 00:00:00,TD,13.1,-90.4,25,1007,20,21.1,281
2017,EP032022,CELIA,2022-06-19 06:00:00,TD,13.1,-91.0,25,1007,20,18.0,278
2018,EP032022,CELIA,2022-06-19 12:00:00,TD,12.9,-91.9,25,1007,30,17.4,264
2019,EP032022,CELIA,2022-06-19 18:00:00,TD,12.7,-92.7,25,1008,40,22.1,260
2020,EP032022,CELIA,2022-06-20 00:00:00,TD,12.3,-93.4,25,1008,40,24.5,262
2021,EP032022,CELIA,2022-06-20 06:00:00,TD,11.9,-94.0,25,1008,40,22.2,257
2022,EP032022,CELIA,2022-06-20 12:00:00,TD,11.7,-94.7,25,1008,40,19.1,252
2023,EP032022,CELIA,2022-06-20 18:00:00,TD,11.7,-95.8,30,1006,40,18.8,248
2024,EP032022,CELIA,2022-06-21 00:00:00,TD,11.7,-96.9,30,1006,40,19.3,243
2025,EP032022,CELIA,2022-06-21 06:00:00,TD,11.7,-98.0,30,1006,40,21.7,235
2026,EP032022,CELIA,2022-06-21 12:00:00,TS,11.8,-99.3,35,1005,40,21.0,229
2027,EP032022,CELIA,2022-06-21 18:00:00,TS,12.3,-100.5,35,1005,40,19.2,226
2028,EP032022,CELIA,2022-06-22 00:00:00,TS,12.8,-101.5,35,1005,40,20.3,219
2029,EP032022,CELIA,2022-06-22 06:00:00,TS,13.2,-102.5,35,1005,40,22.4,221
2030,EP032022,CELIA,2022-06-22 12:00:00,TS,13.4,-103.2,40,1003,40,24.8,234
2031,EP032022,CELIA,2022-06-22 18:00:00,TS,13.6,-103.9,45,1001,40,23.6,238
2032,EP032022,CELIA,2022-06-23 00:00:00,TS,14.2,-104.2,45,1001,40,17.4,225
2033,EP032022,CELIA,2022-06-23 06:00:00,TS,15.1,-104.7,45,1001,40,14.7,216
2034,EP032022,CELIA,2022-06-23 12:00:00,TS,15.7,-105.5,45,1001,40,11.4,202
2035,EP032022,CELIA,2022-06-23 18:00:00,TS,16.2,-106.4,45,1000,40,12.6,178
2036,EP032022,CELIA,2022-06-24 00:00:00,TS,16.6,-107.1,45,999,40,14.1,179
2037,EP032022,CELIA,2022-06-24 06:00:00,TS,16.8,-107.7,50,998,40,14.1,184
2038,EP032022,CELIA,2022-06-24 12:00:00,TS,16.9,-108.2,50,998,40,10.8,193
2039,EP032022,CELIA,2022-06-24 18:00:00,TS,17.1,-108.7,50,997,40,5.8,196
2040,EP032022,CELIA,2022-06-25 00:00:00,TS,17.5,-109.2,50,997,40,4.4,201
2041,EP032022,CELIA,2022-06-25 06:00:00,TS,17.9,-109.8,50,998,40,7.4,203
2042,EP032022,CELIA,2022-06-25 12:00:00,TS,18.2,-110.5,50,999,40,9.3,206
2043,EP032022,CELIA,2022-06-25 18:00:00,TS,18.5,-111.3,45,1000,40,9.7,205
2044,EP032022,CELIA,2022-06-26 00:00:00,TS,18.8,-112.1,45,1001,40,8.6,224
2045,EP032022,CELIA,2022-06-26 06:00:00,TS,18.9,-112.7,45,1001,40,8.6,222
2046,EP032022,CELIA,2022-06-26 12:00:00,TS,19.0,-113.3,45,1001,40,8.8,215
2047,EP032022,CELIA,2022-06-26 18:00:00,TS,19.3,-113.8,45,1002,40,7.4,223
2048,EP032022,CELIA,2022-06-27 00:00:00,TS,19.8,-114.6,45,1003,30,6.7,238
2049,EP032022,CELIA,2022-06-27 06:00:00,TS,20.1,-115.5,45,1004,30,6.7,251
2050,EP032022,CELIA,2022-06-27 12:00:00,TS,20.4,-116.5,40,1005,30,3.6,271
2051,EP032022,CELIA,2022-06-27 18:00:00,TS,20.7,-117.5,35,1006,30,1.2,282
2052,EP032022,CELIA,2022-06-28 00:00:00,TS,21.1,-118.3,35,1006,30,1.6,255
2053,EP032022,CELIA,2022-06-28 06:00:00,TD,21.6,-119.1,30,1007,30,2.0,293
2054,EP032022,CELIA,2022-06-28 12:00:00,TD,22.0,-120.0,30,1007,30,2.4,97
2055,EP032022,CELIA,2022-06-28 18:00:00,LO,22.4,-120.9,30,1008,30,,
2056,EP032022,CELIA,2022-06-29 00:00:00,LO,22.9,-121.9,30,1008,30,,
2057,EP032022,CELIA,2022-06-29 06:00:00,LO,23.3,-123.0,25,1009,40,,
2058,EP032022,CELIA,2022-06-29 12:00:00,LO,23.5,-124.0,25,1010,40,,
2059,EP032022,CELIA,2022-06-29 18:00:00,LO,23.6,-124.4,25,1010,40,,
